Title,Place,Job_type,Department,Date,Overall_rating,work_life_balance,skill_development,salary_and_benefits,job_security,career_growth,work_satisfaction
Manager,Bangalore Rural,,Software Development Department,3 May 2021,4.0,3.0,4.0,2.0,5.0,4.0,3.0
Senior Software Engineer,Mumbai,,IT Infrastructure Services Department,8 Aug 2021,3.0,3.0,3.0,3.0,4.0,3.0,3.0
Consultant,Hyderabad,,Software Development Department,9 Sep 2021,4.0,4.0,3.0,4.0,4.0,4.0,4.0
Consultant,Hyderabad,,Software Development Department,6 Apr 2021,4.0,3.0,4.0,2.0,5.0,4.0,4.0
SharePoint Professional (Team Lead),Navi Mumbai,Full Time,Software Development Department,6 Sep 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Associate Technical Consultant,Hyderabad/Secunderabad,,Software Development Department,9 Jul 2021,4.0,4.0,4.0,3.0,5.0,5.0,4.0
Consultant,Chennai,,Software Development Department,8 Sep 2021,3.0,3.0,3.0,2.0,3.0,3.0,3.0
Software Engineer,Navi Mumbai,,Software Development Department,4 Aug 2021,3.0,4.0,2.0,2.0,4.0,2.0,2.0
Operations Manager,Navi Mumbai,,Technology / IT Department,6 May 2021,5.0,3.0,5.0,3.0,5.0,4.0,3.0
Associate Consultant,Pune,,,8 Apr 2021,3.0,4.0,2.0,3.0,3.0,1.0,2.0
Consultant,Pune,,Software Development Department,6 Mar 2021,5.0,4.0,4.0,4.0,4.0,4.0,4.0
Middleware Administrator,Bangalore Rural,,IT Network Department,6 Feb 2021,3.0,1.0,4.0,1.0,4.0,3.0,2.0
Manager,Navi Mumbai,,,5 Apr 2022,4.0,5.0,4.0,4.0,4.0,4.0,4.0
Senior Consultant,Pune,,IT Security Department,8 Apr 2021,3.0,3.0,4.0,1.0,4.0,1.0,2.0
Consultant,"Chennai, Tamil Nadu",Full Time,Software Development Department,1 Aug 2022,2.0,2.0,1.0,1.0,1.0,2.0,1.0
Trainer,Airolo,Full Time,Corporate Training Department,5 May 2021,5.0,5.0,4.0,5.0,5.0,5.0,5.0
Analyst,Bengaluru,,Tech Pub Department,2 Sep 2020,3.0,2.0,3.0,1.0,3.0,2.0,3.0
Analyst,Mumbai,,IT Support Department,3 Feb 2022,5.0,5.0,4.0,3.0,5.0,5.0,5.0
Senior Analyst,Bengaluru/Bangalore,,Software Development Department,2 Mar 2022,5.0,3.0,4.0,1.0,5.0,3.0,3.0
Consultant,Gurgaon/Gurugram,,,2 Jan 2022,5.0,4.0,4.0,4.0,5.0,4.0,4.0
Analyst,Mumbai,,,5 Nov 2021,4.0,4.0,4.0,3.0,4.0,4.0,4.0
Senior Consultant,Mumbai Suburban,,,8 May 2021,3.0,5.0,2.0,3.0,3.0,3.0,3.0
Senior Associate,Kolkata,,Software Development Department,5 May 2022,5.0,4.0,4.0,4.0,4.0,4.0,5.0
Associate Consultant,Bangalore,,Software Development Department,3 Jul 2021,5.0,4.0,5.0,4.0,5.0,5.0,4.0
Automation Test Engineer,Bangalore,Full Time,Quality Assurance and Testing Department,2 Feb 2019,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Backend Associate,Noida,Full Time,Doctor Department,0 Dec 2020,2.0,3.0,3.0,2.0,5.0,2.0,3.0
Consultant,Navi Mumbai,Full Time,Software Development Department,7 Jul 2021,4.0,4.0,4.0,3.0,3.0,3.0,3.0
Claims Executive,Noida,Full Time,Strategic Management Department,0 Mar 2021,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Senior Consultant,Navi Mumbai,,Quality Assurance and Testing Department,8 Nov 2021,5.0,5.0,5.0,4.0,5.0,5.0,5.0
Senior Consultant,Bangalore,,Software Development Department,0 Jul 2021,5.0,3.0,4.0,4.0,4.0,5.0,4.0
Manager,Bangalore,,,6 Sep 2021,1.0,3.0,1.0,1.0,2.0,1.0,1.0
Process Lead,Chennai,,Banking Operations Department,0 Jun 2022,5.0,5.0,5.0,3.0,5.0,5.0,4.0
Ems Consultant,Pune,,HR Operations Department,2 Apr 2021,5.0,5.0,4.0,3.0,5.0,4.0,4.0
Senior Finance Associate,Kolkata,,Accounting & Taxation Department,9 Jul 2020,4.0,5.0,4.0,4.0,4.0,4.0,4.0
Senior Consultant,Navi Mumbai,Full Time,,5 Apr 2021,4.0,5.0,4.0,3.0,4.0,5.0,3.0
Consultant,Navi Mumbai,Full Time,Software Development Department,8 Apr 2021,3.0,4.0,4.0,1.0,3.0,4.0,3.0
Senior Consultant,Hyderabad,Full Time,,9 May 2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Consultant,Bengaluru,Full Time,Software Development Department,7 Jul 2021,4.0,3.0,3.0,3.0,3.0,3.0,3.0
Transport Executive,Kolkata,,Admin Department,3 Apr 2021,5.0,4.0,5.0,3.0,4.0,5.0,4.0
Associate/senior Associate -(nontechnical),Kolkata,,Accounting & Taxation Department,7 Apr 2021,3.0,5.0,3.0,2.0,4.0,3.0,3.0
Consultant,Pune,,Software Development Department,7 Jan 2021,4.0,4.0,3.0,3.0,4.0,4.0,3.0
Senior Associate,Noida,,Software Development Department,6 Feb 2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Associate Consultant,Bangalore,,,8 Aug 2021,5.0,4.0,4.0,4.0,5.0,5.0,4.0
Process Associate,Noida,,Accounting & Taxation Department,7 May 2021,4.0,4.0,4.0,3.0,4.0,3.0,3.0
Software Associate,Mumbai,Full Time,,6 Oct 2020,4.0,3.0,4.0,3.0,4.0,5.0,4.0
Senior Analyst,Pune,Full Time,,2 Jan 2022,3.0,5.0,5.0,3.0,4.0,5.0,3.0
Associate Consultant,Pune,,,3 Sep 2021,3.0,4.0,4.0,3.0,3.0,3.0,3.0
Technical Team Leader,Mumbai,,Software Development Department,2 Mar 2021,5.0,3.0,5.0,1.0,4.0,3.0,4.0
Process Associate,Bangalore Rural,,Accounts & Finance Department,9 Mar 2022,4.0,3.0,3.0,3.0,4.0,4.0,4.0
Manager,Pune,,Accounting & Taxation Department,5 Apr 2021,5.0,5.0,5.0,3.0,5.0,5.0,3.0
Software Engineer,Airoli,,Quality Assurance and Testing Department,3 Apr 2021,5.0,4.0,5.0,5.0,5.0,5.0,4.0
Senior Consultant,Hyderabad,,Quality Assurance and Testing Department,1 May 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Associate Consultant,Hyderabad,,Software Development Department,0 Apr 2021,4.0,4.0,5.0,5.0,5.0,5.0,5.0
Software Engineer,Bangalore Rural,,Software Development Department,8 Jul 2021,4.0,4.0,4.0,2.0,5.0,2.0,3.0
Procurement,Kolkata,Full Time,Accounting & Taxation Department,6 Jun 2021,5.0,5.0,5.0,3.0,5.0,5.0,5.0
Consultant,Navi Mumbai,Full Time,Software Development Department,5 Mar 2021,4.0,5.0,4.0,3.0,5.0,5.0,4.0
Senior Analyst,Mumbai,Full Time,Business Intelligence & Analytics Department,1 Mar 2021,3.0,1.0,3.0,2.0,4.0,3.0,3.0
Sap Mdm Consultant,Banaglore,,Software Development Department,9 Nov 2020,1.0,2.0,1.0,1.0,1.0,5.0,1.0
Associate Consultant,Pune,,Quality Assurance and Testing Department,6 Feb 2022,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Senior Associate,Noida,,Non Voice Department,9 Apr 2021,5.0,5.0,4.0,4.0,5.0,4.0,4.0
Manager,Hyderabad,,IT Consulting Department,2 Feb 2023,3.0,3.0,3.0,3.0,4.0,3.0,3.0
Sap Abap Consultant,Bangalore,,Software Development Department,1 Aug 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Consultant,Chennai,,Software Development Department,8 Nov 2021,5.0,4.0,5.0,3.0,5.0,4.0,3.0
Associate Consultant,Hyderabad/Secunderabad,,,9 May 2021,5.0,5.0,4.0,5.0,4.0,4.0,4.0
Process Associate,Bangalore Rural,Full Time,Banking Operations Department,2 Apr 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Associate Consultant,Chennai,,Finance Department,1 Jan 2022,5.0,4.0,5.0,5.0,5.0,5.0,3.0
Senior Consultant,Airoli,,,2 May 2021,3.0,5.0,2.0,1.0,5.0,2.0,2.0
Consultant,Hyderabad/Secunderabad,,Software Development Department,4 May 2021,4.0,4.0,3.0,4.0,3.0,5.0,4.0
Software Engineer,Hyderabad/Secunderabad,,Software Development Department,8 Aug 2021,3.0,2.0,3.0,2.0,4.0,4.0,2.0
Managing Director,Mumbai,,,5 Jun 2021,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Senior Analyst,Mumbai,,Software Development Department,9 Mar 2022,5.0,5.0,4.0,4.0,4.0,5.0,5.0
Analyst,Chennai,,,8 May 2021,4.0,5.0,4.0,3.0,4.0,3.0,5.0
Ui Ux Designer,Hyderabad,,UI / UX Department,5 Feb 2020,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Associate Data Engineer,Bangalore,,,4 Jul 2021,4.0,4.0,4.0,3.0,5.0,5.0,5.0
It Consultant,Bengaluru,Full Time,Software Development Department,2 May 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Associate/senior Associate -(technical),Bangalore Rural,Full Time,Content Management (Print / Online / Electronic) Department,5 Mar 2021,1.0,1.0,1.0,1.0,5.0,1.0,1.0
Pega Developer,Kolkata,Full Time,Software Development Department,6 Mar 2021,4.0,4.0,5.0,4.0,5.0,4.0,5.0
Lead - Record To Report - R2R,Kolkata,,Software Development Department,3 Apr 2021,4.0,4.0,4.0,3.0,4.0,4.0,3.0
Software Engineer,Navi Mumbai,,DBA / Data warehousing Department,1 Dec 2020,5.0,4.0,3.0,4.0,4.0,5.0,4.0
Claims Adjudicator,Noida NSEZ,,Business Intelligence & Analytics Department,5 Jun 2020,4.0,4.0,4.0,4.0,3.0,3.0,3.0
Software Engineer,Chennai,,Software Development Department,2 May 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Associate Consultant,Pune,,,2 Jun 2021,3.0,4.0,3.0,3.0,4.0,3.0,3.0
Team Lead,Bengaluru/Bangalore,,,9 Oct 2021,5.0,5.0,4.0,4.0,5.0,5.0,5.0
Senior Associate,Noida,,Voice / Blended Department,3 Apr 2021,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Associate Consultant,Pune,,,2 Nov 2021,4.0,4.0,3.0,3.0,4.0,4.0,4.0
Sr Consultant,Bangalore,,,9 Sep 2021,4.0,2.0,3.0,4.0,5.0,4.0,2.0
Associate/senior Associate -(technical),Kolkata,,Technology / IT Department,4 May 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Associate Consultant,Hyderabad/Secunderabad,,,5 May 2021,3.0,4.0,4.0,2.0,5.0,2.0,2.0
Sr Manager,Bengaluru,,Finance Department,8 Mar 2021,3.0,5.0,4.0,2.0,3.0,3.0,2.0
Consultant,"Noida, Uttar Pradesh",,Software Development Department,1 May 2022,3.0,4.0,3.0,2.0,4.0,4.0,2.0
Consultant,Bengaluru/Bangalore,,Software Development Department,6 Nov 2021,4.0,3.0,3.0,2.0,4.0,4.0,3.0
Senior Analyst,Navi Mumbai,,Software Development Department,3 Jul 2021,4.0,4.0,4.0,3.0,4.0,4.0,3.0
Senior Consultant,Airoli,,Software Development Department,0 May 2021,4.0,4.0,3.0,1.0,4.0,4.0,3.0
Process Associate,Noida,,Insurance Department,9 Dec 2020,4.0,2.0,3.0,1.0,4.0,4.0,2.0
Associate Consultant,Bangalore Rural,Full Time,,5 Apr 2022,3.0,3.0,2.0,2.0,4.0,1.0,3.0
Senior Analyst,Bangalore,Full Time,,3 Apr 2021,4.0,2.0,3.0,1.0,3.0,4.0,3.0
Sap Abap Consultant,Bangalore,Full Time,Software Development Department,0 Apr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Associate Consultant,Mumbai,Full Time,Software Development Department,9 Jul 2021,4.0,4.0,4.0,3.0,4.0,4.0,4.0
Senior Analyst,Mumbai Suburban,Full Time,Software Development Department,8 Dec 2021,5.0,3.0,4.0,5.0,5.0,5.0,5.0
Technical Consultant,Bengaluru,,Software Development Department,9 May 2021,4.0,4.0,5.0,3.0,4.0,5.0,4.0
Senior Consultant,Pune,,Finance Department,9 May 2021,4.0,5.0,3.0,2.0,4.0,4.0,3.0
Associate Consultant,Pune,,,0 May 2021,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Senior Engineer Purchase,Dtp Bangalore,,Procurement & Purchase Department,1 Apr 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Consultant,Hyderabad,,Software Development Department,8 Apr 2021,4.0,4.0,4.0,4.0,4.0,3.0,5.0
Design Engineer,Pune,Full Time,Engineering & Manufacturing Department,1 Jul 2021,4.0,4.0,5.0,3.0,4.0,4.0,4.0
Associate,Chenani,Full Time,,4 Mar 2021,4.0,3.0,4.0,3.0,5.0,5.0,4.0
Analyst,"Navi Mumbai, Maharashtra",Full Time,,3 Sep 2022,3.0,3.0,4.0,3.0,4.0,3.0,3.0
Senior Software Engineer,"Pune, Maharashtra",Full Time,Software Development Department,6 Aug 2022,5.0,3.0,3.0,3.0,4.0,4.0,2.0
Travel & Procurement Asia - Lead MICE,Mumbai,Full Time,Software Development Department,1 Apr 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Analyst,"Kolkata, West Bengal",Full Time,,2 Jul 2022,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Consultant,Pune,,Software Development Department,7 Apr 2021,4.0,5.0,5.0,4.0,5.0,4.0,4.0
Senior Analyst,Noida,,,1 Mar 2021,5.0,5.0,4.0,5.0,4.0,3.0,3.0
Software Test Engineer,Pune,,Quality Assurance and Testing Department,3 Jun 2020,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HR Administration Trainee,Gurgaon/Gurugram,,Software Development Department,7 Apr 2022,2.0,1.0,2.0,1.0,1.0,2.0,1.0
Senior Consultant,"Bengaluru/Bangalore, Karnataka",Intern,Non Voice Department,6 Oct 2022,4.0,5.0,4.0,3.0,4.0,4.0,2.0
Intern,Hyderabad,Full Time,,8 Apr 2022,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Senior Analyst,Bangalore,,,9 Aug 2021,4.0,3.0,3.0,3.0,3.0,3.0,3.0
Senior Software Engineer,Hyderabad/Secunderabad,,Software Development Department,8 Jun 2021,5.0,4.0,4.0,4.0,5.0,5.0,3.0
Business Operations Analyst And Transformation Project Manager,Bangalore Urban,,Software Development Department,6 Apr 2021,3.0,4.0,3.0,2.0,3.0,3.0,2.0
Senior Consultant,Hyderabad/Secunderabad,,IT Consulting Department,6 May 2021,5.0,5.0,5.0,4.0,5.0,5.0,5.0
Software Engineer,Pune,,Software Development Department,7 Jun 2021,4.0,4.0,4.0,3.0,4.0,4.0,4.0
Senior Analyst,Gurgaon,,Business Intelligence & Analytics Department,0 May 2021,3.0,3.0,2.0,2.0,3.0,2.0,2.0
Dba Consultant,Mumbai,,DBA / Data warehousing Department,5 Mar 2021,5.0,4.0,5.0,2.0,4.0,5.0,4.0
Team Lead,Chennai,,,9 Jan 2022,3.0,2.0,5.0,4.0,5.0,5.0,5.0
Process Lead,Bangalore,Full Time,Finance Department,6 May 2021,5.0,5.0,5.0,1.0,3.0,5.0,3.0
Associate Consultant,Bengaluru,Intern,Quality Assurance and Testing Department,6 May 2021,4.0,5.0,4.0,4.0,5.0,4.0,5.0
Intern,Hyderabad,Full Time,Software Development Department,2 Jan 2022,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Consultant,Pune,Full Time,Software Development Department,2 May 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Process Associate,Bangalore Rural,,Accounting & Taxation Department,9 Jun 2021,3.0,4.0,5.0,3.0,5.0,5.0,4.0
Software Engineer,Gurgaon,,Software Development Department,1 Sep 2021,4.0,3.0,3.0,4.0,4.0,3.0,3.0
Associate Consultant,Kolkata,,Software Development Department,6 Sep 2021,2.0,4.0,3.0,1.0,4.0,2.0,2.0
Associate Consultant,Mumbai,,Recruitment & Talent Acquisition Department,9 Apr 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Order Management Process Associate,Trichy,,Non Voice Department,2 Dec 2020,3.0,3.0,2.0,2.0,4.0,3.0,3.0
Team Leader (technical),Noida,,Software Development Department,7 May 2021,3.0,1.0,2.0,1.0,1.0,1.0,1.0
Consultant,Chennai,Full Time,Software Development Department,0 Apr 2021,4.0,3.0,4.0,4.0,5.0,4.0,4.0
Senior Associate,Pune,Full Time,Software Development Department,0 Sep 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Sap Consultant,Bangalore Rural,,IT Consulting Department,8 Apr 2021,5.0,5.0,5.0,4.0,5.0,5.0,5.0
Senior Consultant,Mumbai,,,1 Apr 2021,4.0,3.0,5.0,3.0,5.0,3.0,5.0
Consultant,Pune,,Software Development Department,0 Aug 2020,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Consultant,Gurgaon,,Quality Assurance and Testing Department,2 Jun 2021,3.0,3.0,4.0,1.0,4.0,3.0,3.0
Manager,Bangalore,,Quality Assurance and Testing Department,8 Apr 2021,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Associate Consultant,Chennai,,Business Intelligence & Analytics Department,8 Mar 2021,5.0,4.0,5.0,5.0,4.0,5.0,4.0
Consultant,Hyderabad/Secunderabad,,Software Development Department,5 Jul 2021,5.0,5.0,5.0,4.0,5.0,5.0,3.0
Associate Consultant,Mumbai,,IT Infrastructure Services Department,9 May 2021,5.0,4.0,3.0,4.0,5.0,5.0,3.0
Consultant,Hyderabad,Full Time,Software Development Department,9 May 2021,5.0,5.0,4.0,3.0,5.0,5.0,5.0
Manager,Bhubaneswar,Full Time,Software Development Department,6 Apr 2021,4.0,4.0,4.0,3.0,4.0,4.0,4.0
Process Associate,"Chennai, Tamil Nadu",Full Time,Finance Department,6 May 2023,4.0,5.0,4.0,2.0,5.0,5.0,3.0
Senior Consultant,Bangalore,Full Time,Quality Assurance and Testing Department,3 Aug 2021,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Software Engineer,Pune,,Software Development Department,3 May 2021,4.0,4.0,5.0,3.0,5.0,3.0,2.0
Manager / Sr Manager - Administration,Hyderabad,,,9 May 2021,4.0,2.0,3.0,1.0,3.0,3.0,3.0
Senior Analyst,"Bengaluru/Bangalore, Karnataka",,IT Consulting Department,3 May 2022,3.0,3.0,5.0,1.0,4.0,4.0,1.0
Senior Consultant,"Kolkata, West Bengal",,,3 Jan 2023,4.0,3.0,3.0,3.0,3.0,3.0,3.0
Consultant,Kolkata,,Cloud Infrastructure Services Department,9 Mar 2021,3.0,5.0,5.0,5.0,5.0,5.0,5.0
Senior Analyst,Mumbai,,IT Infrastructure Services Department,2 Apr 2021,5.0,,,,,,
Consultant,Mumbai,Full Time,Software Development Department,4 Apr 2021,3.0,4.0,2.0,3.0,5.0,3.0,3.0
Associate/senior Associate -(nontechnical),Chennai,Full Time,Procurement & Purchase Department,4 Jun 2021,4.0,4.0,4.0,4.0,5.0,5.0,4.0
Senior Analyst,Airoli,,,5 Nov 2020,4.0,4.0,3.0,3.0,4.0,4.0,4.0
Global Customer Support,Navi Mumbai,,,9 Apr 2021,3.0,2.0,1.0,1.0,3.0,3.0,4.0
Hr,India,,HR Operations Department,3 Feb 2018,1.0,3.0,2.0,1.0,3.0,1.0,1.0
Senior Consultant,Kolkata,,,3 Nov 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Associate/senior Associate -(technical),Mumbai,,DBA / Data warehousing Department,7 Jul 2021,4.0,4.0,4.0,3.0,4.0,3.0,4.0
Software Developer,Bangalore,,Software Development Department,0 Jun 2021,4.0,5.0,4.0,5.0,4.0,4.0,3.0
Manager,Bangalore Rural,,Quality Assurance and Testing Department,1 Mar 2021,4.0,4.0,5.0,4.0,4.0,4.0,4.0
Software Analyst,Hyderabad,,,7 Aug 2021,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Associate,Trichy,Full Time,,2 Jul 2021,4.0,4.0,4.0,4.0,4.0,5.0,4.0
Software Engineer,Pune,Full Time,Software Development Department,6 May 2021,4.0,5.0,4.0,3.0,3.0,4.0,2.0
Associate Consultant,Bangalore,,Software Development Department,9 Sep 2020,4.0,4.0,3.0,2.0,4.0,3.0,3.0
Process Associate,Chennai (OMR),,Voice / Blended Department,7 Apr 2021,5.0,5.0,5.0,3.0,5.0,5.0,5.0
Associate/senior Associate -(technical),Chennai,,Software Development Department,7 Mar 2021,3.0,2.0,3.0,2.0,2.0,3.0,2.0
Associate Consultant,Airoli,,Quality Assurance and Testing Department,3 Sep 2021,5.0,4.0,5.0,4.0,5.0,5.0,5.0
Senior Consultant,Pune,,,0 Jun 2021,3.0,3.0,4.0,1.0,5.0,3.0,3.0
Associate Consultant,Mumbai,,,6 May 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Software Engineer,Bangalore,,Software Development Department,0 Jun 2021,5.0,4.0,5.0,4.0,5.0,5.0,5.0
Associate Consultant,Pune,,Software Development Department,6 Jul 2021,4.0,5.0,5.0,5.0,5.0,5.0,5.0
Software Engineer,Bengaluru,Full Time,Quality Assurance and Testing Department,7 Apr 2021,5.0,4.0,4.0,3.0,4.0,4.0,3.0
Process Associate,Chennai,,IT Consulting Department,0 Aug 2021,5.0,4.0,4.0,4.0,5.0,4.0,5.0
Technical Manager,Bangalore Rural,,Software Development Department,5 Dec 2020,3.0,2.0,3.0,1.0,3.0,1.0,2.0
Team Leader,Kolkata,,Voice / Blended Department,0 Apr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Senior Associate,Noida,,Voice / Blended Department,5 Feb 2022,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Senior Consultant,Hyderabad/Secunderabad,,,2 Jul 2021,4.0,4.0,4.0,3.0,3.0,3.0,3.0
Senior Consultant,Chennai,,,3 May 2021,4.0,3.0,4.0,3.0,4.0,4.0,3.0
Senior Associate,Bangalore Rural,,Accounting & Taxation Department,6 May 2021,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Senior Consultant,Hyderabad/Secunderabad,,,2 Apr 2021,3.0,2.0,3.0,1.0,3.0,2.0,3.0
"Sr Analyst, Software Engineer",Bangalore,,,7 Jun 2021,5.0,5.0,5.0,3.0,5.0,5.0,5.0
Senior Associate,Kolkata,Full Time,Finance Department,0 May 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Process Lead,Noida,Full Time,Accounting & Taxation Department,0 May 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Associate Consultant,Bangalore,Full Time,Software Development Department,8 May 2021,3.0,3.0,4.0,3.0,4.0,4.0,3.0
"Quality Analyst,Automation Tester",Pune,Full Time,Software Development Department,8 Apr 2021,3.0,3.0,4.0,3.0,3.0,3.0,3.0
Consultant,Bengaluru,,Software Development Department,3 Apr 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Associate Consultant,Banglore,,Software Development Department,2 Jan 2021,4.0,4.0,4.0,1.0,5.0,5.0,2.0
Associate Consultant,Bangalore Rural,,Software Development Department,1 Sep 2021,4.0,5.0,3.0,2.0,3.0,2.0,3.0
Senior Consultant,Pune,,Software Development Department,8 May 2021,5.0,3.0,5.0,5.0,4.0,5.0,5.0
Senior Analyst,Navi Mumbai,,Business Intelligence & Analytics Department,0 Apr 2021,4.0,5.0,5.0,2.0,5.0,5.0,4.0
Engineer Trainee,Bengaluru/Bangalore,,,0 Nov 2021,4.0,3.0,4.0,4.0,2.0,3.0,3.0
Consultant,Pune,Full Time,Quality Assurance and Testing Department,3 Apr 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Senior Consultant,Mumbai,Full Time,,3 Nov 2021,4.0,5.0,4.0,2.0,4.0,3.0,4.0
Consultant,Bangalore Rural,Full Time,Software Development Department,8 Jun 2021,4.0,4.0,5.0,1.0,4.0,4.0,4.0
Senior Finance MDG Consultant,Bangalore,Full Time,Software Development Department,4 Jun 2021,4.0,3.0,4.0,3.0,4.0,3.0,4.0
Hardware & Networking Engineer,"Gurgaon/Gurugram, Haryana",,,5 Jun 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Quality Assurance Automation Engineer,Pune,,Quality Assurance and Testing Department,8 Apr 2021,3.0,4.0,5.0,2.0,4.0,3.0,4.0
Consultant,Navi Mumbai,,Business Intelligence & Analytics Department,0 Mar 2021,3.0,5.0,5.0,2.0,5.0,4.0,3.0
Senior Analyst,Banglore,,Software Development Department,6 Feb 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0
SAP S4 HANA FICO Associate Consultant,Mumbai,,Software Development Department,9 May 2021,4.0,4.0,5.0,4.0,4.0,5.0,5.0
Senior Software Engineer,Bangalore Urban,,Software Development Department,8 May 2021,3.0,3.0,3.0,2.0,4.0,2.0,2.0
Team Leader,Bangalore,Full Time,Bpo Department,9 Mar 2021,3.0,2.0,2.0,1.0,1.0,1.0,3.0
I Want To Work From Because I Have My Current  Study Of MSC,Nagpur,,Software Development Department,7 Jul 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Process Associate,Noida,,Accounting & Taxation Department,5 Apr 2021,5.0,5.0,3.0,3.0,4.0,4.0,4.0
Service Engineer,Bangalore Rural,,,7 Nov 2021,5.0,4.0,5.0,5.0,4.0,4.0,5.0
Associate Consultant,Pune,,,2 Apr 2021,1.0,3.0,3.0,1.0,4.0,3.0,1.0
Project Management Office,Bangalore,,Technology / IT Department,3 Mar 2021,3.0,1.0,2.0,1.0,5.0,2.0,2.0
Process Leader,Bangalore,,Finance Department,9 Sep 2021,3.0,1.0,2.0,3.0,4.0,3.0,2.0
Team Lead,Tiruchuli,,,4 Nov 2021,3.0,3.0,3.0,2.0,4.0,3.0,3.0
Consultant,Noida,,Software Development Department,4 Apr 2021,1.0,1.0,1.0,1.0,4.0,1.0,1.0
Power Bi Developer,Bangalore Rural,,Software Development Department,7 Jun 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Senior Consultant,Hyderabad/Secunderabad,Full Time,Software Development Department,7 May 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Software Analyst,Pune,,Software Development Department,7 May 2021,1.0,1.0,2.0,1.0,1.0,2.0,1.0
Senior Consultant,Hyderabad,,Software Development Department,6 May 2021,3.0,2.0,2.0,2.0,2.0,2.0,2.0
Software Engineer,Pune,,Quality Assurance and Testing Department,6 May 2021,5.0,4.0,5.0,3.0,5.0,5.0,5.0
Associate Consultant,Pune,,Business Intelligence & Analytics Department,6 May 2021,5.0,4.0,4.0,3.0,4.0,5.0,5.0
Senior Software Engineer,Hyderabad,,Software Development Department,0 Mar 2021,4.0,3.0,4.0,3.0,5.0,5.0,5.0
Analyst,Kolkata,,,8 Mar 2021,3.0,4.0,3.0,3.0,4.0,4.0,3.0
Senior Analyst,Mumbai,,Software Development Department,3 Apr 2021,5.0,5.0,4.0,3.0,5.0,5.0,5.0
Consultant,Hyderabad/Secunderabad,,Business Intelligence & Analytics Department,3 Jan 2022,5.0,5.0,4.0,4.0,5.0,5.0,4.0
Lead Data Engineer,Pune,,Banking Operations Department,5 Jun 2023,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Consultant,Bangalore,Intern,Software Development Department,8 Sep 2021,4.0,5.0,4.0,5.0,3.0,5.0,3.0
Senior Analyst,Mumbai,Full Time,,4 Jun 2021,3.0,4.0,2.0,3.0,4.0,3.0,3.0
Associate Consultant,Mumbai,Full Time,Software Development Department,3 Apr 2021,4.0,4.0,4.0,3.0,4.0,4.0,3.0
Intern,"Pune, Maharashtra",,,2 Dec 2022,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Consultant,Bangalore Rural,,Software Development Department,0 Mar 2021,4.0,4.0,5.0,2.0,4.0,4.0,4.0
Automation Engineer,"Bengaluru/Bangalore, Karnataka",,,3 Jul 2022,4.0,4.0,4.0,4.0,4.0,4.0,4.0
